TOOLTIP_AFFECT_POTION_7	Rouã Roz	SNA
SELL_PRICE_INFO	[Preþul de vânzare]
CATEGORY_DRAGON_STONE_DRAGON_JADE	Jad
CATEGORY_DRAGON_STONE_DRAGON_ONYX	Onix
CATEGORY_DRAGON_STONE_DRAGON_RUBY	Rubine
CATEGORY_DRAGON_STONE_DRAGON_SAPPHIRE	Safir
CATEGORY_DRAGON_STONE_ETC	Altele
CATEGORY_EQUIPMENT_ARMOR	Echipament
CATEGORY_EQUIPMENT_JEWELRY	Bijuterii
CATEGORY_EQUIPMENT_WEAPON	Arme
CATEGORY_ETC	Altele
CATEGORY_ETC_ETC	Altele
CATEGORY_ETC_EVENT	Obiecte Eveniment
CATEGORY_ETC_GIFTBOX	Cufere | Cutii
CATEGORY_ETC_MATRIMORY	Mariaj
CATEGORY_ETC_PARTI	Cartea Arta Rãzboiului
CATEGORY_ETC_POLYMORPH	Marmurã Transformare
CATEGORY_ETC_RECIPE	Producþie Licori
CATEGORY_ETC_SEAL	Personalizate
CATEGORY_FISHING_PICK	Pescuit | Minerit
CATEGORY_FISHING_PICK_EQUIPMENT_PICK	Târnãcoape
CATEGORY_FISHING_PICK_ETC	Altele
CATEGORY_FISHING_PICK_FISHING_POLE	Momealã de Pescuit
CATEGORY_FISHING_PICK_FOOD	Peºte
CATEGORY_FISHING_PICK_PICK_BOOK	Ghid de Minat
CATEGORY_FISHING_PICK_STONE	Minereuri
CATEGORY_JEWELRY_ARMOR_EAR	Cercei
CATEGORY_JEWELRY_ARMOR_FOOTS	Pantofi
CATEGORY_JEWELRY_ARMOR_NECK	Coliere
CATEGORY_JEWELRY_ARMOR_WRIST	Brãþãri
CATEGORY_JEWELRY_ITEM_BELT	Curele
CATEGORY_MOUNT_PET	Mounti | Însoþitori
CATEGORY_MOUNT_PET_CHARGED_PET	Însoþitori
CATEGORY_MOUNT_PET_EGG	Ouã Însoþitori
CATEGORY_MOUNT_PET_FREE_PET	Însoþitori Avansaþi
CATEGORY_MOUNT_PET_MOUNT	Mounþi
CATEGORY_POTION	Licori
CATEGORY_POTION_ABILITY	Consumabile
CATEGORY_POTION_ETC	Altele
CATEGORY_POTION_HAIRDYE	Vopsele de Pãr
CATEGORY_SKILL	Abilitãþi
CATEGORY_SKILL_BOOK_OF_OBLIVION	Cartea Uitãrii
CATEGORY_SKILL_ETC	Altele
CATEGORY_SKILL_PAHAE	Respingere | Ajutor
CATEGORY_SKILL_SKILL_BOOK	Cãrþi Abilitãþi
CATEGORY_TUNING	Îmbunãtãþiri
CATEGORY_TUNING_ETC	Altele
CATEGORY_TUNING_RESOURCE	Materiale
CATEGORY_TUNING_STONE	Pietrele Spiritului
CATEGORY_UNIQUE	Obiecte Speciale
CATEGORY_UNIQUE_ABILITY	Cosumabile
CATEGORY_UNIQUE_ETC	Altele
CATEGORY_WEAPON_WEAPON_ARROW	Sãgeþi
CATEGORY_WEAPON_WEAPON_BELL	Clopote
CATEGORY_WEAPON_WEAPON_BOW	Arcuri
CATEGORY_WEAPON_WEAPON_CLAW	Gheare
CATEGORY_WEAPON_WEAPON_DAGGER	Cuþite
CATEGORY_WEAPON_WEAPON_FAN	Evantaie
CATEGORY_WEAPON_WEAPON_MOUNT_SPEAR	Suliþe
CATEGORY_WEAPON_WEAPON_QUIVER	Tolbã
CATEGORY_WEAPON_WEAPON_SWORD	Arme O Mânã
CATEGORY_WEAPON_WEAPON_TWO_HANDED	Arme Douã Mâini
CHANNEL	Canal
CHANNELING_CANNOT_LOGOUT	Nu poþi reveni la ecranul de login.
CHANNEL_EMPTY_SERVER	Niciun server
CHANNEL_NORMAL	Canal %d
CHANNEL_NOTIFY_FULL	Acest canal este plin! Alege te rog altul.
CHANNEL_NOT_FIND_INFO	Nicio informaþie gãsitã via Canal.	
CHANNEL_PVP	Duel liber
CHANNEL_SELECT_CHANNEL	Alege canalul
CHANNEL_SELECT_REGION	Selecteazã regiunea.
CHANNEL_SELECT_SERVER	Alege serverul
CHANNEL_TEST_SERVER	Testeazã serverul
CHANNEL_TEST_SERVER_ADDR	Test %s:%d
CHARACTER_CREATE_MODE	Creaza caracter
CHARACTER_SELECT_MODE	Alege caracter
CHAT_ALL	Toþi
CHAT_BLOCK	Blocheazã
CHAT_DICE_INFO	Aruncã
CHAT_GUILD	Breaslã
CHAT_INFORMATION	Info
CHAT_INSULT_STRING	Propoziþia conþine cuvinte nepermise.
CHAT_LOG	Aratã mesaje vechi [L]
CHAT_LOG_TITLE	Log Chat
CHAT_NORMAL	Normal
CHAT_NOTICE	Server
CHAT_PARTY	Grup
CHAT_SEND_CHAT	Trimite mesaj
CHAT_SEND_MEMO	Trimite ºoaptã [Shift+Enter]
CHAT_SEND_WBOSS	ªeful Global
CHAT_SHOUT	Strigã
CHAT_SHOUT_LIMIT	Poþi striga doar o datã la 15 secunde.
CHAT_WHISPER	ªoaptã
CHAR_SLOT_ALREADY_USED	Acest slot este deja ocupat.
CHEQUE_SYSTEM_DO_NOT_DROP_MONEY	Nu poþi arunca bani.
CHEQUE_SYSTEM_PICK_WON	Ai primit %d Won.
CHEQUE_SYSTEM_SELL_PRICE	[Preþ de vânzare]
CHEQUE_SYSTEM_UNIT_WON	Won
CHEQUE_SYSTEM_UNIT_YANG	Yang
CHEQUE_SYSTEM_WON	%s Won
CHEQUE_SYSTEM_YANG	%s Yang
COMB_ALREADY_APPEND	Acest obiect a fost deja ales.
COMB_CANT_APPEND_ITEM	Acest articol nu poate fi folosit.
COMB_CANT_APPEND_SEALED_ITEM	Nu poti folosi niciun obiect personalizat.
COMB_COST	Pret: %s
COMB_IS_CONTINUE_PROCESS	Vrei sa continui?
COMB_NOTICE	Nu poti deschide un magazin privat in timp ce faci negot de carti.
COMB_NOTICE_NOT_OPEN	Nu poti face negot de carti daca ai un magazin privat deschis.
COMB_NOT_ALL_SLOT_APPEND_ITEM	Aveþi nevoie de un obiect sursã ºi unul þintã plus obiectul de transfer pentru a transfera bonusuri.
COMB_NOT_FULL_BOOK	Nu, nu putem face afaceri in acest fel. Ti-am spus deja ca fac negot cu tine doar daca imi oferi 10 carti la schimb.
COMB_NOT_ITEM_IN_INVENTORY	Nu poti folosi obiectele echipate.
COMB_NOT_MEDIUM_ITEM	Acest articol nu poate fi folosit.
COMB_WILL_REMOVE_MATERIAL	Obiectul sursã va fi distrus în transferul cu succes.
CREATE_ERROR_GM_NAME	Nu poþi folosi ,GM‘ la numele caracterului.
CREATE_ERROR_INSULT_NAME	Acest nume este invalid.
CREATE_ERROR_LIMIT_LEVEL	Caracterul tau trebuie sa aiba cel putin nivelul 80.
CREATE_ERROR_TIME_LIMIT	Poti crea un singur caracter la fiecare 30 de secunde.
CREATE_ERROR_WRONG_STRING	Numele caracterului este invalid.
CREATE_EXIST_SAME_NAME	Existã deja un caracter cu acest nume.
CREATE_FAILURE	Nu poþi crea acest caracter.
CREATE_FULL	Nu mai poþi crea alte caractere.
CREATE_GM_NAME	GM
CREATE_INPUT_NAME	Introdu numele.
CREATE_PLUS_STAT	Mai sunt puncte de status disponibile.
DAY	Zile
DONT_USE_ITEM_WHEN_SHOW_CONFIRM	Însoþitorul activ nu poate fi selectat.
DO_YOU_BUY_ITEM1	Vrei sã cumperi %s pentru %s Yang?
DO_YOU_BUY_ITEM2	Vrei sã cumperi %s (%s buc) pentru %s Yang?
DO_YOU_BUY_ITEM3	Doreºti sã cumperi %s pentru %s Won ºi %s Yang?
DO_YOU_BUY_ITEM4	Doreºti sã cumperi %s (%s buc) pentru %s Won ºi %s Yang?
DO_YOU_DESTROY_ITEM	Doriþi sã distrugeþi %s x %d?
DO_YOU_DESTROY_ITEM_WITH_REWARD	Vrei sã distrugi %s x %d? sã primeºti : %d Fulgi de En.
DO_YOU_DROP_MONEY	Vrei sã renunþi la %d Yang?
DO_YOU_SELL_ITEM1	Vrei sã vinzi %s pentru %s Yang?
DO_YOU_SELL_ITEM2	Vrei sã vinzi %s (%s buc) pentru %s Yang?
DRAGON_SOUL_CANNOT_REFINE	Aceasta Piatra Dragon nu poate fi rafinata.
DRAGON_SOUL_CANNOT_REFINE_MORE	Aceasta Piatra Dragon a ajuns deja la nivelul maxim.
DRAGON_SOUL_EQUIP_WARNING1	Este dificil sa inlaturi o Piatra Dragon odata ce a fost atasata.
DRAGON_SOUL_EQUIP_WARNING2	Doresti sa continui?
DRAGON_SOUL_EXPIRED	Piatra Dragon Expirata
DRAGON_SOUL_INVALID_DRAGON_SOUL	Aceasta este o Piatra Dragon gresita.
DRAGON_SOUL_IS_NOT_DRAGON_SOUL	Aceasta nu este o Piatra Dragon.
DRAGON_SOUL_NOT_DRAGON_SOUL_REFINE_STONE	Aceasta nu este Piatra Dragon corecta.
DRAGON_SOUL_NOT_ENOUGH_MATERIAL	Nu ai suficient material pentru rafinare.
DRAGON_SOUL_NOT_MATCHED_SLOT	Piatra Dragon nu se potriveste in acest slot.
DRAGON_SOUL_STEP_LEVEL1	Claritate: opaca.
DRAGON_SOUL_STEP_LEVEL2	Claritate: clara.
DRAGON_SOUL_STEP_LEVEL3	Claritate: perfecta.
DRAGON_SOUL_STEP_LEVEL4	Claritate: stralucitoare.
DRAGON_SOUL_STEP_LEVEL5	Claritate: excelenta.
DRAGON_SOUL_STRENGTH	Nivel: +%d	SA
DRAGON_SOUL_UNEQUIP_WARNING1	Piatra Dragon poate fi distrusa in acest proces.
DRAGON_SOUL_UNEQUIP_WARNING2	Doresti sa continui?
DRAGON_SOUL_UNMATCHED_SLOT	Acest slot este gresit.
DRAGON_SOUL_UNQUALIFIED	Inca nu poti folosi alchimia Pietrei Dragon.
DROP_ITEM_FAILURE_EQUIP_ITEM	Nu poþi arunca obiecte din echipament.
DROP_ITEM_FAILURE_PRIVATE_SHOP	Nu poþi renunþa la un obiect atribuit caracterului dacã magazinul privat este deschis.
DROP_MONEY_FAILURE_1000_OVER	Poþi renunþa la maxim 999 Yang.
EMOTION_ANGRY	Neplãcut
EMOTION_ATTRACTIVE	Seducþie
EMOTION_BANTER	Jucãuº
EMOTION_CHEERS_1	Bucurie 1
EMOTION_CHEERS_2	Bucurie 2
EMOTION_CHEERUP	A se bucura
EMOTION_CHOOSE_ONE	Alege o þintã.
EMOTION_CLAP	Aplauze
EMOTION_CLAP_KISS	Sãrut
EMOTION_CONGRATULATION	Acord
EMOTION_DANCE_1	Dans 1
EMOTION_DANCE_2	Dans 2
EMOTION_DANCE_3	Dans 3
EMOTION_DANCE_4	Dans 4
EMOTION_DANCE_5	Dans 5
EMOTION_DANCE_6	Stilul Gumsan
EMOTION_FORGIVE	Pardon
EMOTION_FRENCH_KISS	Sãrut cu limba
EMOTION_JOY	Fericire
EMOTION_SAD	Trist
EMOTION_SHY	Respingere
EMOTION_SLAP	Lovit
SPECIAL_STAT_1	Avere
SPECIAL_STAT_2	Agilitate
SPECIAL_STAT_3	Carismã
SPECIAL_STAT_4	Tenacitate
SPECIAL_STAT_5	Lãcomie
SPECIAL_STAT_6	Ferocitate
EMPIRE_A	Regatul Shinsoo
EMPIRE_B	Regatul Chunjo
EMPIRE_C	Regatul Jinno
EMPIRE_SELECT_MODE	Alege regat
EMPTY_CHAR_SLOT_PLAY	Acest slot nu conþine un caracter.
EXCHANGE_CANNOT_GIVE	Nu poþi negocia acest obiect.
EXCHANGE_CANT_EDIT_MONEY	Acum nu mai poti modifica suma.
EXCHANGE_FAILURE_EQUIP_ITEM	Nu poti schimba Obiecte atribuite caracterului.
EXCHANGE_MONEY	Suma
EXINVEN_USE_ITEM_FAIL_FALL_SHORT	Mai ai nevoie de %d Extindere Inventar.
EXINVEN_USE_ITEM_FAIL_FOURTH_PAGE_STAGE_MAX	Inventarul tãu a atins numãrul maxim de extinderi.
EXINVEN_USE_ITEM_QUESTION	Doreºti sã extinzi inventarul folosind %d Extindere Inventar?
FISHING_FAILURE	Ai pierdut momeala pentru pescuit.
FISHING_NOTIFY1	Se pare ca %s a muºcat.
FISHING_NOTIFY2	Se pare cã s-a prins %s.
FISHING_SUCCESS1	Ai prins %s.
FISHING_SUCCESS2	Ai scos %s din apa!
FISHING_UNKNOWN	Ceva a muscat dar nu ºtiu ce anume.
FISHING_WRONG_PLACE	Nu pot sã pescuiesc aici.
FOR_FEMALE	Pentru femei
FOR_MALE	Pentru bãrbaþi
GAME_CANNOT_MINING	Nu poþi sã sapi dupã minereu în timp ce cãlãreºti.
GAME_CANNOT_PICK_ITEM	Nu poþi culege acest obiect, pentru ca nu a fost capturat de tine.
GAME_GUILDWAR_NOW_JOIN	Vrei sã te alãturi rãzboiului breslei?
GAME_INIT_ERROR_CURSOR	Cursorul nu a putut fi creat.
GAME_INIT_ERROR_DIRECTX	Ai nevoie de DirectX 8.1 pentru a rula jocul.\nInstaleazã DirectX 8.1 sau peste.
GAME_INIT_ERROR_GRAPHICS_BAD_PERFORMANCE	Nu s-a gasit placa graficã pentru rularea jocului.\nVerificã daca placa VGA e instalatã corect.
GAME_INIT_ERROR_GRAPHICS_NOT_EXIST	Placa graficã nu a putut fi iniþializatã.nVerificã dacã deþii o placã VGA.\nAlternativ poþi sã activezi accelerarea hardware.\n(Accelerare hardware la maxim \nControl Panel->Display->Settings->Advanced->Troubleshooting)
GAME_INIT_ERROR_GRAPHICS_NOT_SUPPORT_32BIT	Placa graficã nu suportã 32bit.\nSchimbã pe 16bit sau foloseºte full screen.
GAME_INIT_ERROR_ITEM_PROTO	Datele obiectului inaccesibile.\nReinstaleazã jocul.
GAME_INIT_ERROR_MAIN_WINDOW	Fereastra principalã nu a putut fi realizatã.
GAME_INIT_ERROR_MOB_PROTO	Datele monstrului inaccesibile.\nReinstaleazã jocul.
GAME_INIT_ERROR_NETWORK	Legatura la reþea nu s-a realizat.\nVerificã legãtura la internet.
GAME_PICK_MONEY	Ai primit %d Yang.
GUILDBANK_CLEARBANK	Atenþie: Depozitul Breslei trebuie golit!
GUILDBANK_DONT_MONEY_OUT	Nu ai Yang în banca breslei!
GUILDBANK_GOLD_IN	Depunere
GUILDBANK_GOLD_OUT	Retragere
GUILDBANK_ITEM_IN	Înmagazineazã
GUILDBANK_ITEM_OUT	Înlaturã
GUILDBANK_MONEYIN	Depunere Yang
GUILDBANK_MONEYOUT	Retragere Yang
GUILDBANK_NOTUSE	Nu ai permisiunile necesare.
GUILDBANK_NOT_ENOUGH_MONEY	Nu ai Yang suficient pentru depunere.
GUILDBANK_OVER_INCOME	Limitã atinsã pe cont.
GUILDBANK_OVER_MONEY	Contul breslei este plin.
GUILDLAND_ABANDON	Abandoneazã Teritoriu Breaslã
GUILDLAND_ABANDON_VOTE	Abandoneazã teritoriul breslei [%s].
GUILDLAND_ABANDON_VOTE_RESULT1	Teritoriul breslei [%s] a fost abandonat.
GUILDLAND_ABANDON_VOTE_RESULT2	Teritoriul breslei a fost abandonat.
GUILDLAND_ABANDON_VOTE_RESULT3	Rezultat vot:
GUILDLAND_ABANDON_VOTE_RESULT4	Vot invalid.
GUILDLAND_ABANDON_VOTE_TEXT	Vrei într-adevãr sã începi votul?
GUILDLAND_ABANDON_VOTE_TEXT1	Doreºti sã abandonezi teritoriul breslei?
GUILDLAND_ACCEPT	Da
GUILDLAND_DEAL	Vinde Teritoriu Breaslã
GUILDLAND_DEAL_TEXT1	Breasla [%s] vrea sã vândã
GUILDLAND_DEAL_TEXT2	Teritoriul pentru [%s] Yang.
GUILDLAND_DEAL_TEXT3	Accepþi oferta?
GUILDLAND_DELA_VOTE	Breasla [%s] vrea sã cumpere teritoriul breslei noastre.
GUILDLAND_DELA_VOTE_RESULT1	Teritoriul breslei vândut breslei [%s]
GUILDLAND_DELA_VOTE_RESULT2	Votul a luat sfârºit.
GUILDLAND_DELA_VOTE_RESULT3	Rezultat vot pentru vânzare teritoriu breaslã:
GUILDLAND_DELA_VOTE_RESULT4	Vot invalid.
GUILDLAND_DELA_VOTE_TEXT	Cãrei bresle doreºti sã vinzi teritoriul tãu?
GUILDLAND_DELA_VOTE_TEXT1	Doreºti sã vinzi teritoriul breslei?
GUILDLAND_DONTHAVE_LAND	Nu ai niciun teritoriu de breaslã.
GUILDLAND_NOT	Nu
GUILDLAND_VOTE_TEXT	Doreºti sã cedezi lui [%s] teritoriul?
GUILDLIST_APPLICANT	Doreºti sã continui?
GUILDMARK_UPLOADER_ERROR_128_HEIGHT	Înãlþimea nu are 128 pixel.
GUILDMARK_UPLOADER_ERROR_12_HEIGHT	Înãlþimea nu are 12 pixel.
GUILDMARK_UPLOADER_ERROR_16_WIDTH	Înãlþimea nu are 16 pixel.
GUILDMARK_UPLOADER_ERROR_64_WIDTH	Înãlþimea nu are 64 pixel.
GUILDMARK_UPLOADER_ERROR_FILE_FORMAT	Jocul nu suportã aceastã imagine.
GUILDMARK_UPLOADER_ERROR_PATH	Copiazã fiºierele în directorul metin2/upload.
GUILDMARK_UPLOADER_ERROR_SELECT	Nicio imagine selectatã.
GUILDVOTE_CHANGEMASTER	Schimbã Lider Breaslã
GUILDVOTE_CHANGEMASTER_RESULT1	Breasla a fost transferatã cu succes.
GUILDVOTE_CHANGEMASTER_RESULT2	Breasla [%s] þi-a fost transferatã þie.
GUILDVOTE_CHANGEMASTER_RESULT3	Transferã breasla cãtre membru [%s]
GUILDVOTE_CHANGEMASTER_RESULT4	Vot invalid.
GUILDVOTE_CHANGEMASTER_RESULT5	Noul Lider de Breaslã: %s
GUILDVOTE_CHANGEMASTER_TEXT1	Vrei sã transferi breasla cãtre [%s]?
GUILDVOTE_CHANGEMASTER_TEXT2	
GUILDVOTE_CHANGEMASTER_TEXT3	Eºti sigur cã doreºti sã predai conducerea breslei?
GUILDVOTE_CHANGEMASTER_TEXT4	
GUILDVOTE_CHANGEMASTER_VOTETEXT1	Transferã breasla cãtre membru [%s]
GUILDVOTE_CHANGEMASTER_VOTETEXT2	Eºti de acord cu transferul conducerii breslei?
GUILDVOTE_MEMBEROUT	Înlãturã Membru
GUILDVOTE_MEMBEROUT_AUTH	Nu ai permisiunile necesare.
GUILDVOTE_MEMBEROUT_NOMAL	Eºti sigur ca vrei sã înlãturi acest membru?
GUILDVOTE_MEMBEROUT_RESULT1	Înlãturã Membru: [%s]
GUILDVOTE_MEMBEROUT_RESULT2	Rezultat vot
GUILDVOTE_MEMBEROUT_RESULT3	Ai fost înlãturat din breasla [%s].
GUILDVOTE_MEMBEROUT_RESULT4	Rezultat vot
GUILDVOTE_MEMBEROUT_RESULT5	Vot invalid.
GUILDVOTE_MEMBEROUT_TEXT1	Vrei sã porneºti votul impotriva lui [%s]?
GUILDVOTE_MEMBEROUT_TEXT2	Voteazã: Înlãturã membru din breaslã?
GUILDVOTE_MEMBEROUT_VOTETEXT1	Voteazã: Ar trebui [%s] înlãturat din breaslã?
GUILDVOTE_MEMBEROUT_VOTETEXT2	A
GUILDVOTE_NO	Împotrivã
GUILDVOTE_OK	Pentru
GUILDVOTE_RESULT_AGGRE_MEMBER	Pentru: %d
GUILDVOTE_RESULT_ALL_MEMBER	Participanþi: %d
GUILDVOTE_RESULT_OPPESE_MEMBER	Împotrivã: %d
GUILDVOTE_RESULT_TIME	%d zile %d ore %d minute %d secunde
GUILDVOTE_SELECT_ONE	Te rugam alege un caracter.
GUILDWAR_ALL	Bãtãlii (B)
GUILDWAR_CTF_TITLE	Captureazã Steag
GUILDWAR_DRAW	Remize (R)
GUILDWAR_GAINSCORE_FIFTY	50 puncte
GUILDWAR_GAINSCORE_HUNDRED	100 puncte
GUILDWAR_GAINSCORE_THIRTY	30 puncte
GUILDWAR_GAMETIME_SIXTY	60 minute
GUILDWAR_GAMETIME_TEN	10 minute
GUILDWAR_GAMETIME_THIRTY	30 minute
GUILDWAR_INPUT_OTHERGUILD	Te rugãm introdu breasla oponentã..
GUILDWAR_LADDER	Puncte Rang
GUILDWAR_LIMIT_MEMBER_FIVE	Minim 5 participanþi.
GUILDWAR_LOSE	Pierderi (P)
GUILDWAR_NORMAL_TITLE	Luptã de Câmp
GUILDWAR_OVER_MEMBERCOUNT	Numãrul limitã de membri a fost atins.
GUILDWAR_QUESTION_LINE_1	Breasla %s a declarat breslei tale rãzboi.
GUILDWAR_QUESTION_LINE_2	Accepþi? (%s)
GUILDWAR_RANKING	Rang
GUILDWAR_RECODE_ALL	%d B, %d V, %d P, %d R
GUILDWAR_SELECT_MEMBER_COUNT	Alege numãrul de participanþi.
GUILDWAR_TYPE_DEFENSE	Scut Luptã
GUILDWAR_TYPE_TIGER	Anihilare
GUILDWAR_TYPE_TIME	Timp Atac
GUILDWAR_UNKNOWN_TITLE	...
GUILDWAR_WARP_TITLE	Luptã în Arenã
GUILDWAR_WIN	Victorii (V)
GUILDWAR_WIN_FIVE	5 runde
GUILDWAR_WIN_ONE	1 rundã
GUILDWAR_WIN_THREE	3 runde
GUILDWINDOW_BUTTON_BANKGOLDINFO	Log Depozit Breaslã
GUILDWINDOW_BUTTON_BASEABANDON	Abandoneazã Teritoriu Breaslã
GUILDWINDOW_BUTTON_BASEDEAL	Vinde Teritoriu Breaslã
GUILDWINDOW_BUTTON_BASEDEALVOTE	Vot
GUILDWINDOW_BUTTON_BOARD	Mesajele Breslei
GUILDWINDOW_BUTTON_CHANGEMASTER	Schimbã Lider Breaslã
GUILDWINDOW_BUTTON_DECLARE	Declarã Rãzboi
GUILDWINDOW_BUTTON_GOLDIN	Depunere
GUILDWINDOW_BUTTON_GOLDOUT	Retragere
GUILDWINDOW_BUTTON_GRADE	Seteazã Permisiuni
GUILDWINDOW_BUTTON_GUILDLIST	Listã Breaslã
GUILDWINDOW_BUTTON_HEALGSP	Reface Putere Zeul Dragon
GUILDWINDOW_BUTTON_INFO	Informaþii Breaslã
GUILDWINDOW_BUTTON_LANDINFO	Informaþii Teritoriu
GUILDWINDOW_BUTTON_MARK	Încarcã Simbol Breaslã
GUILDWINDOW_BUTTON_MEMBER	Membru
GUILDWINDOW_BUTTON_OFFER	Doneazã EXP
GUILDWINDOW_BUTTON_OUTMEMBER	Înlãturã Membru
GUILDWINDOW_BUTTON_SKILL	Abilitãþi Breaslã
GUILDWINDOW_BUTTON_SYMBOL	Încarcã Steag Breaslã
GUILDWINDOW_BUTTON_VOTECHECK	Verificã Voturi
GUILDWINDOW_BUY_GUILD_LAND	Cumpãrã Teren
GUILDWINDOW_CHANGE_OBJECT	Reconstrucþie
GUILDWINDOW_CHANGE_SMELTER	Schimbã Prelucrator de jad
GUILDWINDOW_CREATE_OBJECT	Construcþie
GUILDWINDOW_DEAL_GUILD_LAND	Vinde Teren
GUILDWINDOW_GRADE_BANK	Se poate utiliza banca breslei ºi depozitul
GUILDWINDOW_GRADE_DRIVEOUTAUTHORITY	Poate înlãtura membri din breaslã
GUILDWINDOW_GRADE_GRADENAME	Nume Rang
GUILDWINDOW_GRADE_GRADENUMBER	Numãr Rang
GUILDWINDOW_GRADE_GUILDWAR	Poate alege membri combatanþi
GUILDWINDOW_GRADE_INVITEAUTHORITY	Poate accepta jucãtori în breaslã
GUILDWINDOW_GRADE_NOTICEAUTHORITY	Poate compune mesaje breaslã
GUILDWINDOW_GRADE_SKILLAUTHORITY	Poate folosi abilitãþile breslei
GUILDWINDOW_INFO_LEVEL10	A crescut nr. max. membri
GUILDWINDOW_INFO_LEVEL15	Red.: Puterea Zeului Dragon
GUILDWINDOW_INFO_LEVEL20	Bancã: Scutire de Taxe
GUILDWINDOW_INFO_LEVEL5	+5% EXP la donaþii breaslã
GUILDWINDOW_LIST_ALL	Toate Regatele
GUILDWINDOW_LIST_ALREADY_REGISTER	[Breaslã] Deja ai aplicat.
GUILDWINDOW_LIST_APPLICANT_LIST	Listã Aplicaþii
GUILDWINDOW_LIST_CHRACTER_JOB	Clasã
GUILDWINDOW_LIST_CHRACTER_LV	Nivel
GUILDWINDOW_LIST_CHRACTER_NAME	Nume Caracter
GUILDWINDOW_LIST_CHRACTER_SUB_JOB	Sub-clasã
GUILDWINDOW_LIST_EMPIRE_A	Shinsoo
GUILDWINDOW_LIST_EMPIRE_B	Chunjo
GUILDWINDOW_LIST_EMPIRE_C	Jinno
GUILDWINDOW_LIST_GUILDMEMBER	Membru
GUILDWINDOW_LIST_GUILD_LIST	Listã Breaslã
GUILDWINDOW_LIST_GUILD_LV	Nivel
GUILDWINDOW_LIST_GUILD_NAME	Breaslã
GUILDWINDOW_LIST_INPUT_GUILDNAME	[Breaslã] Te rugãm sã introduci un nume de breaslã.
GUILDWINDOW_LIST_LADDER	Puncte Rang
GUILDWINDOW_LIST_NOTPROMOTEGUILD	[Breaslã] Breasla nu este publicã.
GUILDWINDOW_LIST_PROMOTE_GUILD	Aplicaþie
GUILDWINDOW_LIST_PROMOTE_GUILD_LIST	Listã Breaslã
GUILDWINDOW_LIST_RANKING	Poziþie
GUILDWINDOW_LIST_RANKING_COUNT	Poziþie
GUILDWINDOW_LIST_REGISTER	Aplicaþii
GUILDWINDOW_LIST_REGISTER_GUILD	Aplicã la breaslã
GUILDWINDOW_LIST_SEARCH	Cautã
GUILDWINDOW_LIST_SELECT_GUILD	[Guild] Te rugãm alege o breaslã sã aplici.
GUILDWINDOW_PROMOTE_REFRESH	Reclamã
GUILDWINDOW_PROMOTE_REGISTER	Reclamã
GUILDWINDOW_SP_RECOVER	Puterea Zeului Dragon
GUILDWINDOW_UPGRADE_ALTEROFPOWER	Îmbunãtãþire Altar
GUILDWINDOW_UPGRADE_GUILDBANK	Îmbunãtãþire Bancã
GUILD_BANKINFO_CLOSE	Închis
GUILD_BANKINFO_NAME	Membru
GUILD_BANKINFO_TYPE	Obiect/Valoare
GUILD_BANKINFO_USETYPE	Acþiune
GUILD_BANK_CLOSE	Închis
GUILD_BANK_INFO	Log Depozit Breaslã
GUILD_BOARD_ID	Membru
GUILD_BOARD_TEXT	Mesaj
GUILD_BUILDING_FIX_CHANGE	Sigur doreºti sã schimbi poziþia?
GUILD_BUILDING_FIX_CHANGE_GOLD	Cost: 1,000,000 Yang
GUILD_BUILDING_FIX_DELETE	Chiar vrei sã ºtergi acest obiect?
GUILD_BUILDING_FIX_NEED_BUILDING	Nicio clãdire prezentã.
GUILD_BUILDING_GRADE	Grad
GUILD_BUILDING_NAME	Numele clãdirii
GUILD_CANNOT_HEAL_GSP_ANYMORE	Energia Spiritul Dragonului este deja plina.
GUILD_COMMENT	Scrie
GUILD_CREATE_ERROR_INSULT_NAME	Numele breslei nu este permis.
GUILD_DEFAULT_GRADE	Membrii breslei
GUILD_DELETE	ªterge
GUILD_DEPOSIT	Pune deoparte
GUILD_DO_YOU_HEAL_GSP	Doresti sa folosesti %d Yang pentru a restaura %d unitati din Spiritul Dragonului?
GUILD_DO_YOU_JOIN	  te-a invitat. Vrei sã te alãturi alianþei?
GUILD_DRAGONLAIR_MIN	min.
GUILD_DRAGONLAIR_SECOND	sec.
GUILD_EMPTY_AREA	Þarã goalã
GUILD_ENEMY_GUILD_NAME	Numele breslei inamicului
GUILD_FACILITY	Clãdire secundarã
GUILD_GEM	Piatrã preþioasã
GUILD_HEADQUARTER	Clãdire principalã
GUILD_HEAL_GSP	Reface Spiritul Dragonului
GUILD_INFO_ENEMY_GUILD_EMPTY	Niciuna
GUILD_MARK_NOT_ENOUGH_LEVEL	Cerinta: Minim nivelul 3
GUILD_MARK_UPLOAD_NOTICE	Asteapta un moment pentru a putea adãuga logo-uri breslei.
GUILD_MEMBER_JOB	Clasã
GUILD_MEMBER_KNIGHT	Combatant
GUILD_MEMBER_LEVEL	Nivel
GUILD_MEMBER_NAME	Membru
GUILD_MEMBER_RANK	Rang
GUILD_MEMBER_SPECIFIC_GRAVITY	EXP Donatã
GUILD_NAME	Numele breslei
GUILD_NOT_ENOUGH_MATERIAL	Nu deþii destul material pentru aceastã clãdire.
